,Account length,International plan,Voice mail plan,Number vmail messages,Total day charge,Total eve charge,Total night charge,Total intl charge,Customer service calls,Churn
2363,116,0,0,0,22.0,13.37,9.7,3.59,0,0
2364,54,0,1,33,27.51,23.21,6.93,3.7,0,0
2365,112,0,1,29,33.8,20.28,13.03,3.11,1,0
2366,122,0,1,45,25.13,12.53,9.16,3.78,1,0
2367,74,0,0,0,44.59,16.91,7.47,1.78,3,0
2368,90,0,0,0,41.89,13.63,7.69,2.05,1,0
2369,112,0,0,0,29.63,11.92,9.69,2.43,4,1
2370,85,0,0,0,31.18,14.35,8.99,2.67,4,0
2371,100,0,0,0,32.62,17.08,12.24,4.91,1,0
2372,114,0,0,0,31.93,13.14,9.63,2.73,2,0
2373,83,0,0,0,44.15,12.98,10.11,2.75,0,0
2374,157,1,0,0,30.67,16.49,10.23,2.27,0,0
2375,51,0,0,0,8.81,19.57,10.24,2.81,2,0
2376,42,0,0,0,51.66,19.74,6.62,1.57,1,1
2377,101,0,1,36,21.03,14.67,12.62,2.38,1,1
2378,112,0,0,0,35.05,13.98,6.31,3.4,3,0
2379,56,0,0,0,27.93,19.86,8.43,3.19,2,0
2380,53,0,0,0,38.86,11.29,10.22,2.73,9,1
2381,64,0,1,22,34.07,11.14,10.38,2.05,1,0
2382,123,0,0,0,26.23,15.56,2.43,2.94,0,0
2383,68,0,1,30,20.89,19.85,8.98,2.59,2,0
2384,40,1,0,0,37.54,22.58,9.58,1.73,0,0
2385,132,0,0,0,36.48,21.39,10.84,3.75,0,0
2386,120,1,0,0,34.34,15.67,7.92,2.0,2,1
2387,108,0,1,32,35.62,9.32,8.54,2.46,6,1
2388,161,0,0,0,50.64,20.24,10.82,2.4,1,1
2389,130,0,0,0,36.18,16.13,7.65,2.86,0,1
2390,122,0,0,0,24.75,24.2,10.27,3.29,0,0
2391,130,0,1,19,25.99,18.12,9.24,2.92,2,0
2392,90,0,0,0,21.32,22.87,10.74,2.97,1,0
2393,139,0,1,25,23.51,6.85,7.37,2.24,0,0
2394,57,0,0,0,32.18,14.87,9.99,3.02,3,0
2395,128,0,0,0,33.88,16.56,13.42,3.86,4,0
2396,127,1,0,0,42.08,9.22,10.44,2.86,2,0
2397,107,0,0,0,50.13,16.39,6.66,3.56,1,1
2398,177,0,0,0,29.82,13.2,8.07,3.11,1,0
2399,121,0,0,0,30.5,12.16,5.23,3.02,1,0
2400,99,1,1,39,21.56,24.96,7.83,2.27,0,0
2401,126,1,0,0,40.75,23.94,8.26,3.08,1,1
2402,77,0,1,33,24.31,18.04,4.72,4.13,5,1
2403,21,0,0,0,15.62,16.86,7.73,3.51,2,0
2404,56,0,0,0,35.77,15.01,6.74,4.19,1,0
2405,92,0,1,29,34.22,17.31,5.85,1.73,1,1
2406,81,0,0,0,24.75,24.47,8.18,2.48,2,0
2407,139,1,1,31,34.6,17.03,9.63,3.62,1,1
2408,68,0,0,0,39.51,13.03,9.66,2.84,1,0
2409,183,0,1,8,14.71,24.24,8.12,2.35,2,0
2410,90,0,0,0,18.68,18.77,4.68,2.94,0,0
2411,165,0,0,0,26.52,23.47,7.92,2.51,1,0
2412,89,0,0,0,55.47,14.03,7.33,2.03,1,1
2413,59,0,0,0,33.15,16.87,13.69,4.0,0,0
2414,16,1,0,0,18.7,12.52,8.57,1.73,0,0
2415,114,0,0,0,25.01,13.69,12.42,2.43,5,1
2416,113,0,0,0,26.52,21.83,7.89,3.21,2,0
2417,120,0,0,0,16.69,15.87,6.6,2.51,2,0
2418,115,0,0,0,35.8,13.01,11.8,2.97,0,0
2419,37,0,0,0,40.78,22.24,9.32,2.4,2,1
2420,100,1,0,0,27.18,15.29,6.95,3.13,2,1
2421,132,0,0,0,33.63,11.38,7.98,2.94,4,1
2422,38,0,1,36,19.62,14.13,8.31,4.1,2,0
2423,1,0,0,0,21.05,20.08,3.29,1.0,0,0
2424,97,0,1,15,19.99,16.69,7.08,1.73,1,0
2425,55,0,1,28,17.9,16.78,8.44,2.32,2,0
2426,75,0,0,0,18.99,20.17,11.41,3.54,1,0
2427,83,0,0,0,27.08,17.2,10.31,2.57,2,0
2428,40,0,0,0,13.89,17.87,9.54,3.05,6,1
2429,101,0,1,21,40.46,17.82,10.49,2.7,2,0
2430,120,0,1,40,21.78,21.05,8.99,4.21,0,0
2431,183,0,1,31,29.1,16.46,8.84,2.75,1,0
2432,75,0,0,0,18.53,22.04,8.19,3.59,4,1
2433,80,0,0,0,37.4,17.65,7.58,3.27,2,0
2434,88,0,0,0,9.45,20.63,7.93,3.05,0,0
2435,112,0,1,23,48.72,26.8,8.73,2.78,1,0
2436,63,0,0,0,35.29,19.47,7.32,3.59,1,0
2437,105,0,1,31,18.63,21.19,14.45,2.24,4,1
2438,92,0,0,0,33.52,20.6,8.64,2.97,2,0
2439,177,0,0,0,29.87,14.33,8.95,3.94,1,0
2440,118,0,0,0,34.88,15.71,7.92,1.89,0,0
2441,111,0,1,13,32.83,9.49,10.23,3.27,1,0
2442,82,0,1,34,39.54,13.02,12.9,1.27,3,0
2443,74,0,0,0,17.46,12.69,8.46,2.97,0,0
2444,121,0,1,31,44.73,23.74,5.72,2.62,5,0
2445,131,0,0,0,33.49,17.09,6.8,3.13,1,0
2446,125,0,0,0,28.78,13.26,9.49,3.13,2,0
2447,19,0,0,0,34.26,10.98,9.93,3.48,1,0
2448,138,0,0,0,42.67,7.75,6.4,3.73,3,0
2449,119,0,0,0,39.17,19.13,8.93,2.05,3,0
2450,137,0,0,0,18.67,19.59,11.51,3.21,1,0
2451,182,0,0,0,47.52,17.27,7.84,2.89,2,1
2452,135,0,0,0,29.48,18.87,2.89,3.7,1,0
2453,134,0,1,38,36.45,17.99,7.43,2.7,1,0
2454,45,0,0,0,16.34,20.98,10.34,2.62,1,0
2455,129,0,0,0,17.24,21.17,7.09,1.92,1,0
2456,142,0,0,0,39.53,15.45,9.14,2.81,4,0
2457,130,0,1,45,29.67,18.49,9.91,3.29,1,0
2458,163,0,1,23,38.08,19.85,13.23,2.38,1,0
2459,105,0,0,0,35.89,15.02,9.97,3.97,4,0
2460,119,0,0,0,18.56,13.01,10.8,2.65,2,0
2461,78,0,0,0,37.4,15.29,8.47,3.11,0,0
2462,92,0,0,0,30.84,13.98,7.69,2.94,2,0
2463,146,0,1,11,30.72,14.76,10.42,2.73,2,0
2464,125,0,1,32,16.41,12.39,7.85,2.54,1,0
2465,88,0,0,0,31.2,14.49,8.72,2.24,3,0
2466,83,0,1,38,18.34,11.93,11.41,2.84,0,0
2467,3,1,0,0,27.37,20.82,8.14,2.08,1,0
2468,152,1,1,41,24.96,24.28,9.61,1.16,1,1
2469,48,0,0,0,25.36,13.76,8.91,2.24,3,0
2470,189,0,0,0,38.73,14.41,9.05,1.51,3,0
2471,95,0,1,23,27.25,17.2,8.6,2.0,0,0
2472,129,0,0,0,23.43,19.19,6.53,2.75,1,1
2473,66,0,1,40,24.09,22.81,10.86,2.3,0,0
2474,80,0,1,22,33.39,12.78,7.93,2.51,0,0
2475,1,0,0,0,29.78,12.89,10.37,1.43,1,0
2476,84,0,0,0,24.96,14.59,10.55,2.67,1,0
2477,96,0,0,0,29.56,24.43,9.22,2.46,1,0
2478,123,0,1,34,51.88,13.3,12.6,3.56,1,0
2479,116,1,1,29,27.59,23.74,8.67,3.16,3,1
2480,105,1,0,0,25.5,24.97,11.28,2.78,3,0
2481,80,0,0,0,33.58,17.59,7.36,3.05,1,0
2482,157,0,0,0,40.83,13.01,11.21,2.75,2,0
2483,67,0,1,30,31.65,24.37,7.39,3.48,2,0
2484,141,0,1,39,19.87,23.5,13.05,3.32,0,0
2485,79,0,1,17,40.24,22.4,11.68,3.24,1,0
2486,76,0,0,0,29.44,11.15,7.69,1.46,0,0
2487,111,0,0,0,25.87,11.66,8.37,2.65,0,0
2488,94,0,0,0,30.82,15.5,8.13,1.81,0,0
2489,143,0,0,0,28.53,17.94,6.91,2.84,4,1
2490,109,0,0,0,29.82,21.31,13.02,2.65,1,0
2491,138,0,0,0,14.89,22.69,9.66,2.65,2,0
2492,73,0,0,0,34.56,12.06,9.03,2.3,0,0
2493,21,0,0,0,15.74,13.76,12.83,3.05,5,1
2494,148,0,1,21,44.69,12.71,6.32,2.19,1,0
2495,103,0,0,0,27.34,13.24,11.44,2.3,1,0
2496,143,0,1,22,24.11,14.22,8.01,2.11,1,0
2497,79,0,1,32,8.6,17.12,6.61,1.13,2,0
2498,89,0,0,0,22.93,13.26,8.89,2.75,1,0
2499,120,0,0,0,42.86,19.22,7.0,3.73,1,0
2500,121,0,1,41,36.64,20.55,6.61,2.59,1,0
2501,101,0,0,0,21.22,21.86,8.69,3.62,0,0
2502,115,0,0,0,30.38,23.04,11.07,4.43,2,0
2503,168,0,0,0,31.14,15.23,13.18,2.67,2,0
2504,90,0,0,0,28.48,11.82,6.23,3.51,1,0
2505,70,0,0,0,25.01,17.0,10.57,3.38,3,0
2506,138,0,0,0,39.12,18.02,7.87,3.56,1,0
2507,43,0,0,0,23.09,13.87,10.34,3.4,0,0
2508,117,0,1,20,34.97,11.57,7.17,2.35,2,0
2509,108,0,0,0,12.55,12.19,7.66,2.94,2,0
2510,118,0,0,0,32.18,19.85,12.19,2.7,2,0
2511,169,0,0,0,25.02,13.76,6.39,1.94,3,0
2512,62,0,1,42,23.34,15.66,10.41,2.75,0,0
2514,44,0,0,0,34.78,17.44,7.41,2.89,0,0
2515,111,0,0,0,20.93,18.18,8.32,3.24,5,1
2516,127,0,1,19,22.05,13.67,11.93,3.29,2,0
2517,151,1,0,0,33.78,17.81,12.69,3.35,0,0
2518,53,0,0,0,24.67,19.86,9.39,2.13,2,0
2519,15,0,0,0,22.98,12.96,10.12,2.27,2,0
2520,123,0,1,28,21.2,21.28,9.74,2.11,1,0
2521,137,0,0,0,36.7,12.36,8.41,3.27,1,0
2522,106,0,0,0,20.26,19.41,8.91,2.27,2,0
2523,88,0,0,0,24.53,13.29,9.66,2.11,3,0
2524,106,0,0,0,39.98,18.75,10.63,3.19,1,0
2525,95,0,0,0,29.58,23.89,8.87,2.62,0,0
2526,57,1,0,0,19.55,10.4,11.03,1.73,0,1
2527,184,0,0,0,25.79,15.17,10.31,3.54,2,0
2528,109,0,0,0,26.03,19.9,14.81,2.67,3,0
2529,127,0,0,0,37.16,12.74,9.21,2.48,2,0
2530,82,0,0,0,45.08,15.19,7.86,2.89,2,0
2531,180,0,0,0,24.36,15.34,8.29,2.73,1,0
2532,174,0,0,0,32.35,21.48,9.93,1.94,2,0
2533,92,0,0,0,31.4,22.27,10.78,3.32,2,1
2534,81,0,0,0,19.6,19.1,6.86,4.86,1,0
2535,125,0,0,0,19.21,14.38,7.05,2.48,2,1
2536,119,0,0,0,50.01,19.76,8.78,2.43,0,1
2537,122,0,0,0,36.65,14.26,9.32,1.73,3,0
2538,34,0,0,0,21.9,17.74,9.09,3.78,1,0
2539,138,1,1,28,35.9,26.56,8.01,2.89,3,1
2540,90,0,1,24,12.1,15.44,8.41,3.48,1,0
2541,73,0,0,0,16.13,21.52,7.88,3.83,2,0
2542,19,0,0,0,44.1,22.92,7.89,2.57,1,1
2543,120,0,1,28,36.69,24.24,8.64,1.86,1,0
2544,160,0,0,0,16.58,22.79,11.49,3.56,3,0
2545,141,0,0,0,24.91,14.44,10.75,2.21,0,0
2546,90,0,0,0,26.84,19.89,9.45,3.29,2,0
2547,72,0,0,0,23.78,19.01,10.84,3.43,2,0
2548,117,0,1,21,26.04,22.38,6.08,3.21,1,0
2549,79,1,0,0,17.6,27.14,10.8,2.27,2,0
2550,87,0,0,0,31.59,16.35,9.0,1.78,1,0
2552,49,0,0,0,40.22,18.78,6.61,2.4,1,0
2553,67,0,0,0,44.27,17.7,9.36,2.7,6,0
2554,107,0,0,0,28.44,13.93,8.37,1.81,2,0
2555,190,0,0,0,30.97,18.05,10.49,2.51,2,0
2556,118,0,0,0,19.21,12.76,9.19,2.92,2,0
2557,120,0,0,0,31.57,19.98,11.54,4.56,0,0
2558,94,0,0,0,23.15,14.03,6.21,2.59,0,0
2559,115,0,1,29,37.84,16.18,9.05,3.11,1,0
2560,61,0,0,0,33.54,22.48,9.47,2.43,1,0
2561,143,0,1,33,24.04,15.84,9.45,2.08,1,0
2562,110,0,0,0,35.36,8.08,8.03,2.16,1,0
2563,104,0,0,0,20.15,15.11,11.51,3.27,1,0
2564,16,0,0,0,26.04,19.52,6.67,2.89,1,0
2565,183,0,0,0,18.41,15.61,7.95,3.65,0,0
2566,147,0,0,0,28.66,15.95,9.74,3.89,2,0
2567,58,0,0,0,42.02,25.81,4.74,2.51,2,1
2568,102,1,0,0,38.11,20.68,6.65,3.24,3,0
2569,123,0,0,0,28.37,18.85,10.98,3.46,3,0
2570,64,0,1,43,20.13,12.25,7.11,2.3,1,0
2571,103,0,0,0,32.45,19.26,10.35,2.11,2,0
2572,152,0,0,0,54.03,13.0,5.55,2.81,1,1
2573,124,0,0,0,53.04,15.3,7.59,3.46,1,1
2574,97,0,0,0,24.82,17.26,6.83,3.59,1,0
2575,131,0,0,0,22.37,15.24,11.3,4.19,1,1
2576,57,0,1,33,32.88,19.69,10.18,3.0,2,0
2577,157,0,0,0,31.47,18.11,8.82,2.3,2,0
2578,194,0,0,0,32.86,14.37,10.13,3.19,0,0
2579,66,0,0,0,24.89,16.7,10.35,2.11,1,0
2580,155,0,0,0,12.1,25.87,8.25,2.32,0,0
2581,123,0,0,0,20.94,16.15,7.66,3.48,4,1
2582,116,0,0,0,34.85,11.98,12.27,2.03,2,0
2583,63,0,0,0,21.88,20.47,10.7,3.46,1,0
2584,64,0,0,0,36.87,17.94,8.09,3.08,3,0
2585,96,0,0,0,25.5,18.57,9.56,2.65,3,0
2586,53,0,0,0,27.9,17.51,8.76,3.08,1,0
2587,105,0,0,0,36.04,19.26,8.71,2.4,3,0
2588,53,0,1,37,28.44,16.55,10.65,3.24,2,0
2589,101,0,0,0,26.25,18.46,8.34,3.75,1,0
2590,129,0,1,30,30.14,18.0,10.81,2.51,3,0
2591,122,0,0,0,39.3,22.76,10.81,2.38,1,1
2592,163,0,0,0,34.49,15.18,9.17,3.46,5,0
2593,93,0,0,0,25.43,17.06,8.15,3.86,0,0
2595,25,0,0,0,45.03,23.9,7.47,2.27,1,1
2596,73,0,0,0,20.74,11.76,10.09,1.57,1,0
2597,120,0,0,0,30.12,22.98,10.42,3.78,2,0
2598,196,0,0,0,22.63,17.55,9.97,2.78,1,0
2599,97,0,0,0,38.27,23.76,10.52,2.38,0,1
2600,148,0,0,0,35.43,14.82,13.98,3.02,1,0
2601,85,0,1,30,29.43,21.01,7.14,3.11,1,0
2602,86,1,0,0,27.61,14.2,5.8,3.08,2,1
2603,78,0,1,13,47.8,15.15,10.99,1.73,2,0
2604,106,0,0,0,35.41,14.4,4.59,4.29,3,0
2605,147,0,1,38,41.38,23.27,12.73,3.81,2,0
2606,145,0,0,0,38.11,26.77,8.23,4.35,1,1
2607,91,0,0,0,32.18,20.34,4.04,2.67,3,0
2608,81,0,1,46,28.61,23.03,10.01,1.81,4,0
2609,116,0,1,24,39.59,12.93,15.49,2.89,1,0
2610,69,0,1,37,26.35,12.1,6.47,1.59,1,0
2611,135,0,0,0,26.25,17.32,7.14,3.19,0,0
2612,73,0,0,0,39.9,16.63,11.4,2.27,2,0
2613,48,0,0,0,40.8,11.99,5.8,1.92,1,0
2614,125,1,0,0,50.73,22.99,4.83,3.29,0,1
2615,100,0,0,0,28.22,20.07,6.04,2.94,1,0
2616,165,0,1,33,18.97,18.13,12.04,4.32,0,0
2617,64,0,0,0,29.67,15.32,8.06,2.89,2,0
2618,116,1,1,27,29.84,17.9,13.27,1.86,1,0
2619,147,1,1,35,26.78,16.12,10.22,3.0,3,1
2620,115,0,0,0,35.05,14.99,13.37,2.97,1,0
2622,86,0,1,16,24.62,17.53,11.49,3.13,4,0
2623,134,0,0,0,44.0,11.01,8.71,2.94,2,0
2624,105,0,0,0,38.57,15.49,9.18,3.13,0,1
2625,88,0,0,0,25.99,14.55,11.57,3.24,2,0
2626,90,0,1,27,26.64,20.1,5.54,3.4,2,0
2627,86,0,0,0,25.64,25.15,11.12,3.38,1,0
2628,37,0,0,0,37.57,17.38,5.31,1.84,4,0
2629,141,0,1,32,54.81,24.07,9.43,1.81,1,1
2630,148,0,0,0,26.11,22.28,10.15,2.65,2,0
2631,163,0,1,22,36.57,11.81,6.58,3.35,2,0
2632,89,0,1,35,29.65,16.72,5.73,3.19,1,0
2633,63,0,0,0,30.69,19.55,10.46,2.86,0,0
2634,102,0,0,0,20.93,15.47,11.01,3.4,2,0
2635,76,0,0,0,28.17,21.88,7.69,2.7,1,0
2636,104,0,0,0,34.03,10.09,10.65,1.62,2,0
2637,109,0,0,0,26.32,24.45,9.38,1.59,3,0
2638,105,0,0,0,21.32,22.23,10.87,3.08,2,0
2639,63,0,1,33,31.31,26.57,11.88,3.29,1,0
2640,105,0,1,24,46.7,16.45,13.48,2.92,3,0
2641,68,1,1,39,24.14,20.54,13.59,3.05,1,0
2642,63,1,1,21,25.76,12.56,9.47,2.7,1,0
2643,74,0,0,0,21.22,11.31,7.21,2.86,3,0
2644,76,0,0,0,30.46,18.95,8.47,3.35,0,0
2645,91,1,0,0,41.89,15.47,7.09,3.27,2,1
2646,101,0,0,0,39.56,15.84,6.9,3.11,5,0
2647,116,0,0,0,48.96,21.74,10.5,3.62,0,1
2648,131,0,1,23,29.04,20.12,13.25,3.43,1,0
2649,84,0,0,0,36.74,16.79,9.8,2.65,1,0
2650,104,0,0,0,23.58,18.31,7.39,1.32,2,0
2651,108,0,0,0,35.82,20.29,11.41,2.48,3,0
2652,111,0,0,0,30.91,13.44,11.98,2.62,0,0
2653,155,0,1,30,10.47,21.68,10.17,3.35,1,0
2654,66,0,0,0,35.31,16.72,11.78,1.84,1,0
2655,64,0,0,0,37.26,14.2,7.26,2.7,1,0
2656,69,0,0,0,38.59,21.99,7.64,2.4,2,0
2657,116,0,0,0,41.8,20.41,7.14,2.4,3,0
2658,101,0,0,0,43.74,15.71,4.9,3.65,0,0
2660,88,0,0,0,51.26,21.9,5.98,3.62,4,1
2661,197,0,0,0,39.76,18.61,8.23,2.57,0,0
2662,50,1,0,0,16.93,26.24,7.25,3.7,2,1
2664,188,1,1,26,33.8,14.16,8.93,3.89,1,1
2665,85,1,0,0,19.75,19.52,9.19,2.73,3,0
2666,103,1,0,0,43.5,11.98,13.9,3.27,1,1
2667,136,0,1,27,31.91,18.79,6.56,2.7,3,0
2668,155,0,1,21,33.3,18.18,3.97,2.32,0,0
2670,116,0,1,12,37.57,12.84,8.06,2.43,2,0
2671,152,0,0,0,23.89,15.88,10.22,2.57,2,0
2672,65,1,0,0,47.24,13.24,11.56,2.48,0,1
2673,180,0,0,0,38.23,21.25,9.72,1.81,3,1
2674,67,0,0,0,18.55,18.48,8.48,3.46,0,0
2675,60,0,0,0,35.33,10.5,13.12,1.54,0,0
2676,138,0,0,0,35.0,21.85,9.4,3.27,0,0
2677,44,0,0,0,52.46,12.82,8.94,1.97,4,1
2678,25,0,0,0,41.24,17.77,9.89,3.89,2,0
2679,145,0,0,0,39.03,11.74,11.29,0.89,1,0
2680,122,0,1,28,28.22,19.88,7.65,2.08,2,0
2681,121,0,0,0,24.62,17.05,9.4,3.59,0,1
2682,55,1,0,0,18.04,10.5,4.34,3.48,0,0
2683,77,0,0,0,37.71,14.11,9.46,3.56,1,0
2684,12,0,0,0,34.78,18.06,8.19,2.65,2,0
2685,64,0,0,0,36.3,14.16,5.49,3.81,3,0
2686,92,0,1,44,25.84,23.37,7.31,2.7,2,0
2687,125,1,1,29,44.34,13.91,12.23,4.59,1,1
2688,160,0,0,0,28.29,26.95,7.22,2.7,1,0
2689,79,0,0,0,30.24,14.22,10.07,4.1,0,0
2690,36,0,0,0,39.97,16.73,11.69,1.89,3,0
2691,102,0,0,0,31.76,14.76,11.29,2.62,2,0
2692,138,1,0,0,45.63,14.82,8.71,3.13,1,0
2693,164,0,0,0,32.66,21.23,5.97,1.97,3,0
2694,125,0,0,0,40.92,22.9,8.42,2.73,0,1
2695,72,0,0,0,30.58,12.73,7.57,2.65,2,0
2696,74,0,0,0,53.4,18.9,11.66,3.32,3,1
2697,134,0,1,41,27.54,27.6,7.2,3.21,0,0
2698,145,0,0,0,29.89,23.32,10.2,3.35,1,0
2699,136,0,0,0,18.6,17.64,6.08,3.13,0,0
2700,209,0,0,0,43.37,19.6,9.81,2.3,3,1
2701,66,1,0,0,35.48,14.73,11.91,2.24,3,0
2702,152,0,1,20,36.48,8.21,7.68,2.13,1,0
2704,72,0,0,0,24.02,11.47,10.24,3.02,2,0
2705,101,0,0,0,43.04,20.22,6.94,2.62,4,0
2706,125,0,0,0,35.02,16.84,6.12,3.56,0,0
2707,46,0,0,0,6.87,14.65,6.53,2.43,2,0
2708,132,0,0,0,49.5,19.91,8.63,2.4,1,1
2709,193,0,1,31,12.1,10.6,7.0,3.16,0,0
2710,63,0,0,0,44.51,20.83,9.09,3.97,0,1
2711,124,0,0,0,32.52,22.23,8.2,2.7,1,0
2712,144,0,0,0,22.66,21.72,10.29,3.13,0,0
2713,116,0,1,24,31.21,17.32,7.51,1.62,2,0
2714,189,0,1,30,26.38,16.62,7.65,4.16,1,0
2715,97,0,1,28,48.13,15.76,14.08,1.65,1,0
2717,142,0,1,38,27.76,11.56,11.21,1.16,0,0
2718,84,0,0,0,34.58,15.55,9.62,3.73,1,0
2719,119,0,1,19,30.28,18.09,10.18,2.7,1,0
2720,158,0,0,0,33.3,7.57,13.6,2.78,1,0
2721,50,0,0,0,50.2,10.83,7.51,2.59,1,0
2722,98,0,0,0,23.14,13.29,7.15,2.73,2,0
2723,101,0,1,24,19.4,13.73,7.93,3.51,2,0
2724,182,0,0,0,47.45,15.34,9.79,2.57,2,1
2725,51,0,0,0,28.78,11.86,8.87,3.24,0,0
2726,117,0,0,0,36.45,11.73,6.69,2.67,2,0
2727,92,1,0,0,43.49,12.13,8.15,3.16,0,0
2728,86,0,0,0,25.19,24.23,7.49,1.67,2,0
2729,122,0,0,0,20.28,19.03,9.54,2.35,2,0
2730,156,0,1,27,32.69,16.99,10.99,4.0,1,0
2731,127,0,0,0,41.68,18.46,10.94,3.75,0,1
2734,145,1,1,30,29.8,13.03,10.51,3.0,1,0
2735,90,1,1,26,28.73,16.05,9.6,3.59,0,1
2737,109,0,0,0,31.3,17.99,10.93,2.67,1,0
2738,88,0,0,0,30.92,12.88,6.44,2.03,1,0
2739,101,0,1,9,27.22,17.85,6.26,2.92,0,0
2740,171,0,0,0,32.27,14.76,11.57,2.78,0,0
2741,21,0,0,0,37.94,18.4,9.66,3.35,1,0
2742,145,0,1,31,36.72,19.13,10.56,2.89,2,0
2743,90,0,0,0,33.75,22.66,10.95,2.16,2,0
2744,33,0,0,0,27.12,16.61,4.61,1.92,1,0
2745,61,0,1,40,17.85,15.35,7.83,2.75,2,1
2746,107,0,0,0,34.77,13.8,6.98,3.62,3,0
2747,147,0,0,0,46.58,19.7,12.76,1.67,0,1
2748,117,0,0,0,26.98,15.44,7.98,2.08,2,0
2749,95,0,0,0,39.08,17.2,7.71,3.83,1,0
2750,186,0,0,0,23.43,15.95,6.59,2.35,1,0
2751,128,0,0,0,30.5,22.98,8.59,2.13,0,0
2752,55,0,1,39,23.68,15.16,11.09,2.19,3,0
2754,96,0,1,23,31.13,12.53,15.76,3.05,1,0
2755,107,0,0,0,35.17,22.3,6.72,2.89,0,0
2756,123,0,0,0,23.8,13.06,2.25,3.38,2,0
2757,35,0,0,0,30.46,24.08,12.84,1.57,2,0
2758,74,0,0,0,30.16,20.43,10.68,3.24,0,0
2759,130,0,0,0,19.65,14.26,6.38,3.4,1,0
2760,137,1,0,0,40.34,15.02,11.85,3.83,0,1
2761,88,0,0,0,30.86,15.9,9.91,2.84,1,0
2762,80,0,0,0,8.76,13.94,7.62,2.57,3,0
2763,116,0,1,19,26.47,15.76,8.67,2.21,3,0
2764,123,0,1,23,41.65,22.53,10.79,4.02,2,0
2765,120,0,0,0,22.39,13.86,9.05,2.89,1,0
2766,146,1,0,0,18.89,26.64,9.71,2.84,1,0
2767,106,0,1,9,15.05,27.61,3.6,2.21,3,0
2768,121,0,1,44,19.72,12.76,11.11,3.24,1,0
2769,137,0,0,0,26.44,11.31,11.39,2.46,1,0
2770,84,0,1,30,18.11,19.18,8.49,1.54,2,0
2771,67,0,1,31,29.78,16.93,9.89,3.56,1,0
2772,161,0,0,0,26.3,15.11,7.78,1.59,4,1
2773,134,0,1,34,42.02,19.17,8.38,1.65,2,1
2774,62,1,1,32,37.13,20.12,8.65,3.56,0,1
2776,130,0,1,30,31.45,21.21,7.1,2.0,0,0
2777,20,0,0,0,31.76,21.54,12.29,3.32,2,0
2778,68,0,0,0,27.0,18.0,8.91,2.78,1,0
2779,112,0,0,0,35.48,18.09,8.01,2.3,0,0
2780,77,0,0,0,31.6,18.02,12.7,3.05,3,0
2781,109,0,0,0,37.83,14.42,11.89,2.43,2,0
2782,108,0,0,0,34.19,14.51,10.68,3.13,3,0
2783,79,0,1,17,28.54,20.71,9.54,2.46,1,0
2784,119,0,0,0,40.65,20.7,10.39,2.94,3,1
2785,38,0,0,0,29.87,18.0,6.21,2.48,5,1
2786,109,0,1,29,18.9,22.4,10.11,2.43,6,1
2787,78,0,0,0,14.91,18.26,9.06,2.92,1,0
2788,134,0,0,0,41.5,20.99,9.0,1.94,0,0
2789,47,0,1,27,28.05,10.82,12.8,2.08,2,0
2790,59,0,1,27,21.66,8.78,7.39,2.46,0,0
2791,151,0,0,0,33.12,24.88,10.11,1.49,0,0
2792,129,0,0,0,9.3,21.77,7.95,3.0,1,0
2793,107,0,1,27,48.18,19.05,10.86,3.89,2,0
2794,137,1,0,0,43.86,20.95,7.79,2.94,0,1
2795,76,0,0,0,15.39,17.99,8.77,2.51,1,0
2796,24,0,0,0,40.05,9.85,8.34,4.37,0,0
2797,169,0,0,0,24.23,19.67,5.9,2.7,2,0
2798,30,0,0,0,9.18,15.24,11.12,2.75,1,0
2799,70,0,0,0,36.52,11.14,9.76,2.54,3,0
2800,52,1,0,0,42.74,16.71,8.64,2.97,0,1
2801,3,0,0,0,23.63,21.31,12.88,1.65,4,0
2802,38,0,0,0,19.94,17.74,9.15,3.89,2,0
2803,104,0,0,0,44.88,11.24,8.0,2.86,3,0
2804,27,0,0,0,14.04,17.34,10.09,2.46,1,0
2805,166,1,1,28,29.89,21.56,5.78,3.08,1,0
2806,13,0,0,0,37.47,17.95,11.67,3.67,2,0
2807,52,0,0,0,36.89,12.95,6.04,3.19,2,0
2808,114,0,1,25,21.93,24.65,7.97,3.13,1,0
2809,156,0,0,0,25.59,13.0,9.72,0.95,1,0
2810,90,0,1,42,32.86,22.38,9.65,3.0,0,0
2811,62,0,0,0,32.22,8.82,8.13,2.92,2,0
2812,82,0,1,33,23.43,20.02,12.06,2.97,2,0
2813,52,0,0,0,21.98,12.13,11.62,3.32,3,0
2814,146,0,0,0,19.65,18.16,9.83,2.89,1,0
2815,120,0,1,23,37.72,21.65,11.27,1.94,2,0
2816,130,0,0,0,44.83,15.85,8.79,4.94,1,1
2817,90,0,0,0,10.42,16.52,6.44,3.08,1,0
2818,147,1,0,0,31.25,14.0,5.0,2.73,1,0
2819,159,0,0,0,28.46,12.22,6.3,2.78,0,1
2820,74,0,1,27,26.2,16.6,12.45,3.56,4,0
2821,130,0,0,0,42.84,14.47,9.41,1.54,0,0
2822,155,1,0,0,27.73,24.79,4.34,3.02,0,0
2823,87,0,0,0,33.71,15.9,6.01,4.48,2,0
2824,81,0,0,0,55.2,20.09,8.44,3.54,0,1
2825,99,0,0,0,21.81,18.3,6.47,3.86,2,0
